Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-01-05,The Creator,2023,https://boxd.it/5v2aAh,4.5,,"A thoroughly refreshing original sci-fi world!

This is the type of film we need to see more of, and the type of film that audiences need to support in theaters. 

The best part of this film is undoubtedly the world-building. The film begins with a lot of exposition about the rules of the world, but it didn’t feel like an exposition dump. In fact, quite the opposite. The entire look of the film was so unique that I was looking forward to learn more about it. Through the film, certain actions take place (e.g. transferring brain into some sort of thumb drive to be experienced through a machine) which are fascinating and totally make sense in this world. I genuinely believed I lived in a world where AI technology existed for many years (e.g. temple architecture crafted with AI entities). 

Visuals are absolutely breathtaking. Here is proof that huge budgets are unnecessary to get immersed. <i>Indiana Jones and the Dial of Destiny </i>apparently had a budget over three times this one, but this film had way more believable set pieces and action sequences. 

I genuinely do not understand the criticisms that this film is derivative of many other sci-fi plots. Maybe if I squint I could find some similarities, but I feel like I’m just pulling at strings when I do that. The world is so unique and unlike other films I’ve seen, so that alone made my experience very positive. 
Most films that tackle AI show how terrible it is and that it must be stopped. Without spoiling much, we get perspectives here that are much more of a gray area (despite an entire AI war going on). So that goes to show that there is uniqueness offered in the film. 

Performances from Madeleine Yuna Voyles and John David Washington were amazing, and truly elevated this film. 

My only criticism was that especially in the second half, there are many conveniently timed actions to allow certain plot points and sequences to occur. 

I also will note there were cases where I totally missed some lines of important dialogue so I didn’t fully follow how certain plot points occurred. I don’t fault the film for this, I personally do this very often *facepalm*",,2024-01-04
2024-01-06,The Killer,2023,https://boxd.it/5vImOJ,4.5,,"There’s a lot of uniqueness in this film to appreciate. I can’t think of any other film like this!

I was surprised with how engrossed I was in this movie, despite lacking much action or fast pace. It’s also very admirable, considering that most of the film is just voiceover. 

I think what I really appreciated was that I got to see a completely different perspective to a character we see a lot of in action movies. We see the whole process that goes into a killer preparing for a murder, and not just the murder. In a way, this is a perfect fit for David Fincher since he is such a methodical director too. 
I also really like that the overall plot and premise was kept pretty simple. More complexities would’ve removed the charm for me. 

The film somehow also gets away with not requiring much character background explanation to feel invested. We are told just enough information about the characters, and yet at the same time we don’t want to learn more because the mystery is more captivating. 

This film also had a lot of dark comedy that really landed well for me. 

I think most people would be disappointed with this film because they expect a lot of action based on the title alone. 

My only complaint is that some scenes went on a bit longer than I would’ve liked. In a way I guess the long scenes are “accurate” because killers are supposed to wait until the right time for a murder. But as a viewer, this was still something that caught my attention.",,2024-01-05
2024-01-07,The Lighthouse,2019,https://boxd.it/5wc4uV,4,,"A surprisingly fun and scary contained film. 

I admittedly had low expectations going into this one. The premise seemed boring to me, and the black-and-white choice added to me feeling uninterested. I chose to give it a shot because I absolutely loved another film this director created - <i>The Northman</i>. 

My biggest praise is how many risks this film took. It’s a black-and-white, nearly square aspect ratio, set before the 1900s, and only has two cast members in a lighthouse. Despite all these “restrictions”, there was so much to explore in the world. I never felt like this was an actually old film, because it was paced well and had a lot of stimulus going on. 
I also don’t think that any of these choices were just checkboxes to stand out; they actually enhanced the best parts of the film. For example, light from a lighthouse feels even more blinding with just the contrast from black and white compared to what can be done with color. I really appreciate filmmaking that goes outside of conventions with a purpose. 

Another thing that worked for me well is the time period choice. It allowed me to be *more accepting* of barbaric and crazy actions. If this was a modern setting, uncivilized natures wouldn’t make as much sense to me. Also, this time period brought the best vocabulary from the lines of Willem Dafoe, which was so funny to watch. 

This film does the best job I’ve seen of blending comedy with psychological horror. Just horror elements are not my personal taste because it makes the film journey unsettling. Blending comedy made this a fascinating and unique experience. 

The two leads were perfectly cast here. I’d argue that this film has the best performances from both Robert Pattinson and Willem Dafoe. The love-hate relationship between them was so adorable. 

There probably is a lot to analyze within this film - I bet there’s lots of references to mythologies. And I think this is why some scenes and details lingered on slightly more than I’d want to.",,2024-01-06
2024-01-11,Black Swan,2010,https://boxd.it/5yzD2h,2,,"This was not my cup of tea, but I’m not mad about this movie being so acclaimed - I actually understand why people love it. 

The best part is definitely the cinematography. The camera work that sifted through the ballerina dance sequences were remarkable, I have no idea how that was filmed so perfectly. 

I also will commend Natalie Portman, definitely her best performance and she deserves all the praise for it. 

Personally, the whole time I couldn’t help but compare this to <i>Whiplash</i>, which I feel is a much better version of what this film wanted to communicate. I felt this film included too many unnecessary details (e.g. sexual subplots, an overarching horror element). While on the other hand, <i>Whiplash</i> stuck to the main story and didn’t overcomplicate through the runtime. 
But, I did see another review that described <i>Whiplash </i>as the masculine version and this film as the feminine version. I could totally follow, so I can understand if people love this film but hate <i>Whiplash</i>. 

I’m sure there’s a lot to analyze and appreciate within the themes of what the play is based on, and how it reflected into the main characters of the film. But, I just don’t care enough about exploring that. Admittedly, I’m someone that never cared about analyzing all the books we read through English classes, so this could just be a byproduct of that. I bet most audiences would appreciate it more than me.",,2024-01-09
2024-01-11,Hi Nanna,2023,https://boxd.it/5yPVKN,1.5,,"I hate bucketing films of a certain genre or language and claiming all of them are the same. But, this film follows the same pitfalls as many Indian films I watch. Open with an interesting premise, go absolutely ludicrous and conventional directions in the end. 

The film opens with a father that has a child with cystic fibrosis. Everything about this relationship through the film is absolutely heartwarming. This setup alone was enough for me to be ready for the journey, even if it could go a predictable route. 

Frustratingly, the film decides to incorporate every over-the-top romance genre twist into the mix. We got an amnesia episode, someone needing to decide between two people to settle down with, walking away from the alter, and so much more. It’s almost like the film occasionally forgets about the cystic fibrosis element, to ensure there’s time for the typical film tropes.",,2024-01-10
2024-01-14,Shastry Viruddh Shastry,2023,https://boxd.it/5Aw99J,4.5,,"I would describe this as a more relatable and better watch than <i>Marriage Story</i>. 

I’ve grown up watching English, Hindi, and Telugu movies. I think it’s common knowledge that Hollywood movies have more international attention. Many perceive Hollywood as being “better” - I don’t fully agree, but I understand why this happens. Hollywood movies generally do a better job of showing instead of telling, and are more sharply edited. Despite this, something still appeals me to still keep watching Indian movies. This film is a good example of why I feel this way. 

This film covers a topic of how to properly handle childcare amongst working parents and grandparents. A Hollywood version of this would not have appealed to me at all. It would’ve had parents that have no close relationships to their grandparents. It would’ve had divorced parents. Overall, they would’ve included unnecessary subplots and take away from the childcare focus. 

Yes, this film shows tension amongst the parents and grandparents about how to care for the child. But, what I truly appreciated about this film is that there was never a sense of hatred. Despite the arguments, you could feel that everyone still had a familial love and respect for each other. As difficult as childcare is, no one saw it as a burden to care for the child. In this way, the film was very realistic. 

I could’ve done away with some other subplots that the film provided, and I would’ve preferred that the tension was just focused on the childcare topic. But other than that, this is a great watch.",,2024-01-13
2024-01-17,Self Reliance,2023,https://boxd.it/5CfIRZ,2,,"Cool concept, executed in an uninteresting way. 

I had no idea this movie existed until a few minutes before starting this movie on Hulu. 

The concept is definitely intriguing. I’m kinda surprised a movie concept like this hasn’t existed before. I was on board with most of the plot points, and I appreciated keeping this in a small scale. 

Unfortunately, the journey itself wasn’t that fun. I wish there were more interesting twists, a faster pace, and better quality jokes.",,2024-01-16
2024-01-18,Hanu-Man,2024,https://boxd.it/5CDKwR,4.5,,"What an enjoyable  and fresh superhero journey!

I admittedly had very low expectations going into this. I was kinda put off by a superhero spin about Hanuman - the last time we saw a version of this was <i>Adipurush</i>, which was such a dumpster-fire and disrespectful to the Hindu gods. 
I was very pleasantly surprised by the fact that this actually worked! I’m thankful that there was actually faithfulness and respect to Hanuman, the Hindu god. I think this film can make people more fascinated to learn about Hanuman, which is a very good thing. 

My favorite part is that despite this being a superhero movie, it broke many of the genre conventions in the best ways. As much as I’m a bigger defender of the MCU compared to the average person, I am pretty sick of all of them doing the same thing again and again. There’s a sloppily formed villain, a third act battle with many explosions and the entire fate of the universe is very close to imploding until a certain convenience. 
This film chose to keep it contained to a small town, which paid off so well here. No reason to switch to other cities in the world, because all the heart exists in this small town. We become a part of the characters in the town, so we genuinely feel fear when they are in danger. All the nature and buildings feel so real, so we really get frustrated when destruction happens. 
The villain was also much more relatable. Sure, he had his token evil laughter moments, but his backstory was actually well developed to not feel like a token villain. 

Here is also a good example of how inflated budgets are so unnecessary. Sure, you could look at the special effects at face value and say that they are subpar at best. But, once you look at the budget, it’s actually admirable how much they did with visual effects. Many films with higher budgets are basically to the star power for some reason. 

There was a lot of fun humor around our protagonist getting his powers. It was a genuine and charming type of humor that I just don’t really see in Hollywood. 

I could nitpick this film a lot more for things like improper editing, but I don’t really see the need. The highs of this film are so high, that these details didn’t take away from my joy with the film. 

The only actual criticism I’ll have is that it included a lot of the worst tropes of Telugu masala movies. There’s inappropriate humor which is really out of place. The main actress is showcased as a model, and focuses less on the actual good she does for the community. 

This was the first time I saw a film where the word “CGI” was imprinted on the bottom left of the screen any time we saw animals. I don’t understand why this is required - the rule should just be to add a blurb at the beginning that says “no animals were harmed in the making of this film” or something. It kept taking me away out of the film. Also, the “CGI animals” were actually very realistic in most scenes - kudos to the visual effects artists.",,2024-01-17
2024-01-19,Polite Society,2023,https://boxd.it/5D5Y3F,3.5,,"Imagine <i>Scott Pilgrim vs. the World </i>vibes, with a high schooler trying to be a stuntwoman and saving her sister. 

I usually cringe at films created outside of the India/Pakistan industry but have main characters of that descent. It always holds people that hate their heritage and have the worst rebellious nature. 
But, thankful that none of that cringe existed here. It utilized the right levels of heritage references without making it an unnecessarily shoehorned part of the plot. And I believed that the characters actually act the way they do. 

My favorite part was the comedy of this film. It had the right blend of silliness and timing to all feel smart. It reminded me a lot of <i>Cobra Kai</i>, where random drama elements turn into huge fighting set pieces that are actually well crafted. 

I like that it starts out somewhat realistically in that the main character is trying to find the thorn in her sister going away for marriage, but at the surface there is nothing wrong. It seemed to perfectly capture the fear of a sibling when an older sibling goes for marriage, scared that the sibling relationship will not be the same again. 

I also appreciate the uniqueness - I don’t think I’ll ever see an Indian stuntwoman film again. And that too, especially with high school immaturity and silliness. 

Especially with the third act, plot details got way too ludicrous. Definitely did not take away from my appreciation for the film, but I wish these parts were more sharply edited.",,2024-01-13
2024-01-21,Call Me by Your Name,2017,https://boxd.it/5E68vj,1,,"Here is a great example of where I really don’t align with the traditional film critics. 

The only thing I can really appreciate is the setting. I love the setting of a small town in Italy. Too many times we see films take place in the same cities abroad, so it was refreshing to be a part of this fresh setting. 

Other than that, nothing worked for me here. I frankly see this as “artistic” erotic romance. I don’t understand how this romance was viewed as beautiful and endearing. Personally for me, romance is endearing when it focuses on the emotional gain between the two people. I don’t relate when the romance focuses a lot on physical moments and sexual references. And I especially don’t relate when there is a strong variation in maturity between the two people.",,2024-01-20
2024-01-23,Society of the Snow,2023,https://boxd.it/5FeGsN,5,,"Absolutely speechless. 

I cannot believe this actually happened. I read up everything about this story afterwards, and I’m so shook by it. I’m so glad that this film stayed faithful to the real story in every way, keeping all the plot points and harrowing moments. It was faithful even in casting actors of the proper backgrounds and using the proper Uruguayan Spanish dialect. 

I felt breathless through the whole runtime. In a matter of seconds, the situation went from fun and games to mortal fear. The plane crash scene was absolutely scary (even when you remove the fact that this actually happened). I felt the blinding and chilling pain that the characters felt. I think this was because they set up well that the characters are literally just everyday people. Anyone can see themselves as any of the passengers of that plane. No one can be prepared for such a moment. 

What I truly appreciated was that they didn’t go a traditional film star survival route here. There wasn’t really a main character in the film. This added to the feeling that literally anyone could be the next person could die. Within a blink of the eye, even the physically and mentally strongest person can lose their life in this situation. 
In addition, there wasn’t “that one idiot character” in the mix. Everyone acted as a team player. So I could stay actually rooting for everyone. 

Even though this film follows the same plot points as the true story, I won’t spoil anything here. But, this film brings up ethical questions and I followed the same exact arc that the characters did. Pretty fascinating that the film could match my feelings as I was watching it. 

This was a long film, but unlike most films of 2023 I agreed with the length of this film. It almost felt like my duty to suffer through the visuals, given that all the people had to live through those conditions for an unknown number of days.",,2024-01-22
2024-01-25,12th Fail,2023,https://boxd.it/5GakjP,4.5,,"A unique tale into the world of cop recruitment.

I connected to every plot point that this film went through. The humble beginnings from someone in a small town to become an IPS officer. It went through all the steps in a natural manner that makes sense. 

For some reason, many Indian films portray the cops in a gross, corrupt manner. While some of that is here, the film shows the police department in a respectful manner and how the best cops will be rewarded properly. This was very refreshing. 
I also had no idea that it's this difficult to be a part of the police in India. There are so many exams and specific steps to go through, along with the ability to write thorough exams on specific topics. 

I really liked the motivation of the protagonist to become successful. One experience with a just police officer inspired him to stay faithful through the rest of his journey. This was very believable given his background. It was also cute to see his family get so excited with his successes. I rooted for him consistently through the runtime.

There were a few moments that could've been edited more sharply. Some scenes went on a bit longer than they needed to. But other than that, this was a great watch!",,2024-01-24
2024-01-26,Dumb Money,2023,https://boxd.it/5GDh7z,3,,"A fun retelling of the weird Gamestonk moment in 2021. 

I weirdly have a soft spot for movies that cover a news story that I actually remember happening. The first time I remember that happening was for <i>Sully</i>, and now again for this film. 

The film showcases the funniest parts of the news story well. The fact that it was all Reddit users with their non-PC meme personas rallying everyday people to make Wall Street investors broke is such a hilarious concept. That being said, it leans a bit more into some of these than I would’ve liked. 

I can’t help feel like this would’ve been much better as a documentary though. Cool to see A-listers I guess, but the impact would’ve been better for me if I heard from the actual people getting interviewed and showing their experiences. 

Overall, I laughed at the right moments and felt the correct emotions that the film wanted me to feel, so that’s good!",,2024-01-25
2024-01-28,Pain Hustlers,2023,https://boxd.it/5Hx6Zd,3.5,,"This was overall a nice time-pass film with a solid Emily Blunt performance. 

I approved of all the major plot points this goes through. I could believe that someone who is between jobs is suddenly successful in pharmaceutical sales. Obviously a plot like this will have a rise and then a fall, but the journey was investing enough. 

It is pretty jarring that things like this unfortunately occur in the pharmaceutical industry. Given how terrible its effects are on the addicted patients, a part of me wishes that the film had some more depressing images of its effects. The whole film has more of a “fun” tone like <i>The Wolf of Wall Street</i>, which makes for a fun journey, but I ultimately question if the tonal choice fits well. 

Huge respect for director David Yates for branching out of the <i>Harry Potter</i> franchise that he’s been pigeonholed into. 

I think another issue is that some parts here felt edited improperly. For example, at the beginning, Andy Garcia’s character gets crazily paranoid near the end, but it almost felt like a completely different character trait from what we saw in the beginning. Another example is that Emily Blunt’s daughter was very prominent at the beginning, and then not shown much later. Just one of these would’ve been fine, but multiple instances added up together to get an odd feeling. 

I was also not a fan of Catherine O’Hara’s inclusion. Obviously she is talented and has fun moments, but I think it deviated improperly from the best parts of the film. 

Overall, it was a fun journey and I did learn something new about how the pharmaceutical companies can get away with their behaviors. So that brings a positive recommendation from me.",,2024-01-27
2024-01-28,Saltburn,2023,https://boxd.it/5HB9d5,3,,"There were moments when I watched this film and wanted to switch it off, thinking it was one of the worst movies I’ve ever seen. And right when I’d want to do that, a new plot point emerged that seemed interesting to make me enjoy it. This continued through the runtime. I will acknowledge that this is a very unique film that took many risks so I will appreciate that. 

The film begins in a fairly heartwarming way, where a kid wants to be friends with the popular guy. I got very interested when it defied coming-of-age film tropes by immediately showing that the popular guy is actually not as douchey as you’d think. The popular guy actually had a strong heart with relatable emotions, genuinely caring about someone not as privileged as him. 

I got very concerned once they moved into the same house for the summer. I thought this would be like <i>Call Me By Your Name</i>, where it even had the same shared bathroom layout. By the end, I was thankful it didn’t go that route at all. 

This was really good at landing dark comedy. I couldn’t help but laugh when characters say the worst things at the worst times. 

Barry Keoghan was a standout performance, he truly gave it everything and should’ve deserved an Oscar nomination. 

I think it really could’ve done without the overly erotic scenes (except the very last scene, that was hilarious). I didn’t really get the point of those moments, other than make me feel uncomfortable in the worst ways. 

I was also shocked that the film did a lot of handholding to explain events, rather than leave them implied. It almost felt like the filmmakers thought the audience would be too stupid to make the necessary connections.",,2024-01-27
2024-01-31,The Last Duel,2021,https://boxd.it/5JdsLv,4.5,,"A thought-provoking drama that happens to occur during medieval times. 

The medieval setting frankly isn’t my favorite because I’m just not fascinated enough with those vibes. That being said, I still keep an open mind with it because I’ve thoroughly enjoyed some of them in the past (e.g. <i>The Northman</i>, <i>Game of Thrones</i>) as long as they add something new. And I’m glad to report that this one definitely did. 

Ridley Scott as director is enough for me to be interested - he really should be respected on the same caliber as Martin Scorsese and Steven Spielberg. In addition, this was the only screenplay co-written by Matt Damon and Ben Affleck after <i>Good Will Hunting</i>! 

I admittedly felt like it was fairly slow paced in the first hour or so (despite appreciating the cinematography). It felt like just the typical medieval hero arc of a guy trying to get political power through marriage and gained land. 

Once the film unfolds its Rashomon effect, that’s when it gets super interesting. This storytelling device was done so effectively. Despite seeing the same scenes multiple times, seeing them from different perspectives kept it fresh. The new perspectives were both surprising and understandable given the character personalities. The least spoiler version of this is when we first see a marriage scene that appears like all happiness from the husband side. But when we see this from the wife side, it is instead fear. 
The most fascinating part for me was that we don’t just see each moment from one character’s perspective. In a way, we as the viewer are forming our neutral perspective based on what we see from the character’s perspective. So, a character could be doing an action that they believe is normal, but we know is an evil action. This makes us assign the character as evil, but also understanding that the character does not think they are evil. 
So as such new perspectives became clear, the film became much more fascinating. I retroactively appreciated the first hour a lot more (although it still felt slow). 

With medieval times comes regressive cultures that exist in the times, and we witnessed unfiltered versions of this. While normally I hate unnecessary graphic scenes, here it made sense for what the film was trying to communicate. It was a huge risk to create a medieval setting without action being the focus, but I think it overall made sense for the story. 

Despite the A-list cast, Jodie Comer was my favorite performance in the film. Her emotional diversity was executed so perfectly. Her performance in this film perfectly encapsulated why women coming forward on sexual assault allegations is a difficult choice to make. 

This film unfortunately bombed at the box office, and I think a lot of it was due to timing. It was theatrically released in 2021, when older people still were hesitant about movie theaters. If it came out any other time, I think it could’ve gotten much better buzz. 

I wish films like this get more awards attention. It’s kinda frustrating that there has to be a separate budget to push Oscar consideration because it really doesn’t level the playing field and great films that choose not to be Oscar bait then become unnoticed.",,2024-01-30
2024-02-01,Sound of Freedom,2023,https://boxd.it/5JBnV9,4,,"Note: this film seems to be either critically acclaimed or critically panned, depending on the political leaning of the critic. I really hate it when this happens, and I wish people can do a better job of neutral criticism. 

This was a realistic thriller through the disgusting world of child sex trafficking. 

What made this film very unique was that it wasn’t over-stylized or “glamorized” in the way that most thrillers are. There is no cool fight scene with the hero all bloodied up and still pushing through. The film covers the planning and tense intrigue through catching the criminals. Some can argue this causes a slow pace, but I think it was a much better choice to do it this way because it was more realistic and it showcased how scary it was to actually conduct these missions. 

I also couldn’t help but feel very emotional once the kids were rescued. Any human should get angry through what these kids faced, and feel a huge sense of relief once their pain and suffering is over. The one scene that really got to me was when the kid and his father were reunited. 

The one part I wish we got more of is the protagonist’s motivation to commit to these rescue missions. All we get is one arrest and a conversation with a friend to make him decide to sacrifice his own life to these missions. It felt very abrupt. It should’ve had more personal situations leading up to this ultimate choice. Or if the true story really was from just those moments, those moments needed to be more throughly realized. 

This part is less on the film itself and more on the political conversations around it: I don’t understand why there are controversies. I felt absolutely no political propaganda while watching this film. Stopping child sex trafficking is a unifying apolitical goal. 
I’ve also heard some controversy around the fact that some of the moments represented in the film didn’t actually occur. Even if that is true - there are countless movies based on true stories that take creative liberties to change things up. So if this type of criticism should be made to this film, it should be made to all films that take similar creative liberties.",,2024-01-31
2024-02-05,Yesterday,2019,https://boxd.it/5Lx8Gj,4.5,,"What a hidden gem of a film!

I do recall slightly hearing about this film when it came out, but I admittedly knew nothing about it other than it was somehow music related. I got curious to watch it once it came on Prime and I saw the synopsis that seemed the right amount of silly and unique. 
Thankfully, this film lived up to its premise!

There was a lot of risk that went into the execution of its premise. It could’ve focused on just fan service for The Beatles. It could’ve been a serious tone taking completely realistic plot points. It could’ve leaned in heavily into the typical teenage coming-of-age conventions. It did none of those, and took a fresh take that I honestly haven’t seen before. 

The whole premise is built upon that fact that a worldwide outage removed random things from existence from 99.99% of the population. On paper that seems so ludicrous. But here, it seemed just wacky enough to buy into it and go on board with all the associated choices. 
It also didn’t explain how the outage works, which was the right choice because it wasn’t the focus. 
Critics seemed to feel like the effects of this outage are not done realistically. Well duh, the whole concept of it is so weird! I feel like focusing on this as a negative is such a nitpick. The choices made were so funny (e.g. singing a Beatles song at a kids birthday = no appreciation) that I didn’t think the realism mattered. 

Without spoiling anything, I like that the protagonist didn’t have external forces pushing him away from his decision to capitalize on the music. Most films would’ve done this. Instead, the only forces acting against were internal guilt. I feel this film had a lot to show about consequences of actions just from internal forces. I have this feelings personally often, so it was relatable to see it get a focus on screen. 

I actually liked all the characters in the film (except Kate McKinnon’s character). That made it investing to watch. 

I was also refreshed with a minor choice in the second act. The protagonist and love interest have some scenes where they enjoy each others company and hang out through the city. It sorta signaled that the day would end with the two of them sleeping together, but they ultimately didn’t. It wasn’t shown as a rift in the relationship, but just a choice not executed upon. I wish more films could do this. 

Three things I’d say against the movie:
1) A choice made by the love interest in the second suddenly came out of left field, and I wish it could’ve been explored further before making that choice. 
2) Kate McKinnon’s character was basically playing as the actor’s personality and not as a character in the film. This really took me out of the movie because it didn’t gel with the rest of the tone. 
3) A final third act that was really blown out of proportion. Many movies tend to do this for some weird reason, and I wish this one didn’t.",,2024-02-04
2024-02-07,Fighter,2024,https://boxd.it/5MmVNP,4.5,,"A solid military thriller across the board!

It’s very easy to compare this unfavorably the <i>Top Gun </i>franchise, but I will not because it really is an unfair comparison. Those movies are essentially perfect, and there aren’t other major aviator military films out there. Regardless, this film has a lot to commend. 

There was a lot of great India nationalism vibes here (a.k.a “f*** yeah India”) which was infectious. That made me really want to root for our protagonists through the whole film. 

The film is very well paced too. It has a hefty runtime, but it didn’t feel that way because there was always something engrossing going on. 

I was also happy to see that the romance in the film did not feel forced. Forced romance is really common for action thrillers like this. But here, Deepika Padukone’s character brought forth many important parts to the story. 

It was also refreshing to see Hrithik Roshan again on the big screen. This guy just naturally oozes charisma. He makes everyday song and dance numbers feel so much more hype. In a film where dance numbers should feel out of place, here I couldn’t stop watching the dance numbers because he dances so well. The jokes around his charisma are definitely meta fan service, but also…he has charisma so it works. 

I could nitpick the flaws present here. Yes, there’s a lot of telling and not showing. Yes, there are many conveniences. Yes, the over-the-top ludicrous action scenes don’t mesh well with the realistic themes that the film brings up. But, the high moments are so high that I didn’t care. This is a fun ride for anyone, even if you unfairly compare this to <i>Top Gun</i>.",,2024-02-06
2024-02-11,RoboCop,1987,https://boxd.it/5NQ8cp,3.5,,"I feel refreshed with movies like this that were released many years ago but show a futuristic setting. Most movies nowadays will portray the future with a clean CGI feel. But movies back in the day will meticulously craft each detail and still keep a “dirty” setting to feel lived-in. 

My favorite parts of this film are the parts that feel the most realistic. This film shows an important issue with privatizing police work, which is thought-provoking. The POV perspectives from RoboCop (especially when he is first turned on) has the right type of realistic and creepy dark comedy. The emotions when RoboCop’s face is shown for the first time is unsettling in the right ways. 

Huge respect for the actor of RoboCop that was able to act so well with just the mouth getting screen time for most of it. 

The over-the-top action scenes really didn’t work for me. I was fully onboard with gore, but I was taken out of the film anytime unrealistic action scenes occurred. I think this choice was done to “fit in” with 80s action flicks, but the premise really didn’t need this.",,2024-02-10
2024-02-11,Animal,2023,https://boxd.it/5O9OvL,0.5,,"This is without a doubt one of the worst films I’ve seen. 

The best way to talk about this film is to compare it to <i>Scarface</i>. <i>Scarface </i>has a protagonist that has disgusting behaviors and commits evil acts to move up the criminal food chain. It also has over-the-top action and gore. 
The difference is that despite all these negativities, you as the viewer can’t help but want to see the protagonist in <i>Scarface </i>continue the evil acts and destroy everyone in his path. This is because he is very calculated in his actions, and in a way deserves his successes along the way. 
On the other hand, this film does not have a compelling protagonist. In fact, he is unlikeable in every way. He is unhinged in an upsetting way, and not in a fearful way. Any normal person would clearly diagnose this person with a mental health problem, or be worthy of the death penalty with the crimes he commits. Yet, the film keeps pushing us root for this character (and even sympathize for him). The film and I were completely misaligned on this front. 

I also couldn’t appreciate the over-the-top action scenes. They weren’t silly enough to laugh along, or smart enough to appreciate the art. I just wanted the action scenes to be over. 

I have no idea how this film got so much box office love. Initially I felt proud that an Indian film was literally the number 1 film in the worldwide box office for a weekend. Now, I feel embarrassed that this film got such a distinction.",,2024-02-10
2024-02-17,Maestro,2023,https://boxd.it/5Qxt7J,2,,"I wanted to like this movie because of how talented Bradley Cooper is. I am definitely still intrigued to see what more he can offer to film, but unfortunately I think this film really missed the mark. 

I admittedly knew nothing about Leonard Bernstein prior to this film. Hearing the music he conducted through the film really made me appreciate his talent, I didn’t realize how prolific his music has been in the film industry. This excited me to learn about his creative planning. How does the brain of such a talented individual operate to generate the music we have the privilege of experiencing?
However, the film doesn’t explore that. It felt more like a biography, with the composer bits as background filler. 
I also just couldn’t buy into why this character succumbed to all his vices. It began with a very charming romantic relationship with his wife, and then he had a bunch of affairs. I get that these were the real events that occurred, but there wasn’t enough to explain why he did that. Other biopics show how fame turns people into worse versions of themselves, but there wasn’t enough here to show why he made all those choices. 

I guess there were good performances from Bradley Cooper and Carey Mulligan. But overall, there isn’t enough memorable here for me. More focus on the music would’ve made me feel more positive.",,2024-02-16
2024-02-17,Okja,2017,https://boxd.it/5QOPnX,3.5,,"This has been in my Netflix watchlist for quite some time. The past Bong Joon-Ho films I watched were <i>Snowpiercer</i> and <i>Parasite</i>, both of which I loved way more than I expected to. I knew I had to watch this soon because it’s been on Netflix for a long time and I was afraid of it getting pulled off Netflix (still upset I didn’t get the chance to see <i>Hush</i> before it got pulled off). 

This film is definitely enjoyable. Lots of funny moments and many thrilling scenes. The chase sequences here are very top-notch, to the Spielberg level of quality. I have to give major points for a unique premise. And still huge respect to Bong Joon-Ho as a director. The main child actor of Ahn Seo-hyun was strong, and showcased a lot of admirable physical abilities for the role. The relationship between Mija and Okja was charming. 

My problem with the film though, is that details felt very inconsistently executed. For example, the characters in the Animal Liberation Front strongly show that they will never harm animals or humans. But, there are moments when they do so when it’s convenient for the plot. The character of Jake Gyllenhaal came off very annoying to me and out-of-place with the greater themes of the film. 

Still, this is a good watch for all audiences. I think this is a pretty good first film to watch into the Bong Joon-Ho filmography.",,2024-02-16
2024-02-18,Bottoms,2023,https://boxd.it/5Rii2d,3.5,,"With such a premise, I expected to roll my eyes and get frustrated with too much raunchiness and misguided directions. This ended up being solid laugh-out-loud silliness with a crowd. I definitely recommend watching this with an audience. 

I’m glad that this didn’t go over-the-top with preachiness, as many films nowadays do. This was a high school silly comedy that happens to have high school girls attracted to other girls. That’s the right way to keep the audience invested. Jokes felt like they were crafted with proper comedic timing, and not as an assembly line of directives from executives. 

I surprisingly really related to the main characters. Sure, they would say ridiculously stupid things, but what high school kid doesn’t? 

Marshawn Lynch as the advisor to the club was perfect in every way possible. 

As for flaws, some parts went a little too ludicrous for me. Also, there were definite inconsistencies. Obviously this isn’t a major negative for high school raunchy comedies, but it was enough to notice. 

Years from now, I could definitely see this turning into cult status like <i>Mean Girls</i>.",,2024-02-17
2024-02-26,Lightyear,2022,https://boxd.it/5US4UT,4.5,,"This is an absolutely thrilling space adventure that I would’ve fallen in love with as a child. I totally believe that Andy would’ve fallen in love with Buzz Lightyear from watching this film. 

The film went straight into thrills and it kept those thrills all the way until the end. 

I was very surprised with how thought-provoking this film turned into. It wasn’t a run-of-the-mill average plot. There was a fascinating play with time travel that was emotionally effective. The protagonist was not just perfect from the start, and had required character growth to explore. The side characters were also very charming and relatable. I was afraid that they would be useless comic relief, but they had actual important impact to the plot. 

The setting isn’t “flashy” with bright colors, which I think was the right move because it felt more realistic. Although, this probably hurt its box office performance as kids and parents probably thought this would be boring. 

Without spoiling anything, the ultimate villain was actually perfect for our protagonist and didn’t feel as cliched as I thought it would at first glance. 

My only flaw was that it could’ve gone less in the exposition (or at least convey the same exposition in a cleaner manner).",,2024-02-25
